"Gene","DN1_ZT3_1","DN1_ZT7_1","DN1_ZT11_1","DN1_ZT15_1","DN1_ZT19_1","DN1_ZT23_1","DN1_ZT3_2","DN1_ZT7_2","DN1_ZT11_2","DN1_ZT15_2","DN1_ZT19_2","DN1_ZT23_2"
"FBtr0112620",0.0814403726905358,0.128632636920434,1,0.161366737585859,0.187902305644113,0.217544146997613,0.722801597564959,0.479255550983505,0.519128895768677,0.834473590169147,0.978398900405691,1
"FBtr0112650",0.665533349351676,0.627130429351648,0,0.0641031892192625,0.199051960499296,1,0,1,0.17771225453157,0.142831755528104,0.233921562531908,0.438179588257346
"FBtr0112833",1,0.16751956038802,0,0,0.16615910022741,0.742002126527371,0,0,0.710975366485252,1,0.319040646036151,0
"FBtr0113239",0,0,0,0,0,1,0,1,0,0,0,0
"FBtr0113240",0,0,0,0,0,1,0,1,0,0,0,0
"FBtr0113424",0.486218415527425,0.786900411464018,1,0.279403517856997,0.55210800917653,0.542997097069439,0.0512106395035902,0.337936606462728,0.486683339783134,0.110327037161786,0.174714089358159,1
"FBtr0273192",0,0,0,0.175659540604742,1,0,0.317018244546035,0.190180774199804,0,0,0.323544609922517,1
"FBtr0273193",0,0,0,0.175659540604742,1,0,0.317018244546035,0.190180774199804,0,0,0.323544609922517,1
"FBtr0273227",0.374362509010318,0,0,0,0.597155881497888,1,0,0,0,0,1,0
"FBtr0273311",0,0,0,0,1,0.074426872147623,0,0.773426146240368,0,0,1,0.813358920736969
"FBtr0273335",0.407635201292591,0.831984922905563,0.790756582575497,1,0.670135065310765,0.829621539309299,0.556714966032061,0.90451831631614,0.771571148436677,0.397519812390028,0.627360889971709,1
"FBtr0273359",0.583171338034346,0.908541237459188,0.825588373854999,0.853787069450954,1,0.4673315227874,0.679324809741503,0.244518138256891,0.811138899638557,0.124177617584695,0.984500027335658,1
"FBtr0273384",0.187181254505159,0.188139128805494,0.75711474947082,0,0.447866911123416,1,0,0,1,0,0.0448736568206782,0
"FBtr0273385",0.187181254505159,0.188139128805494,0.75711474947082,0,0.447866911123416,1,0,0,1,0,0.0448736568206782,0
"FBtr0273418",0,0,0,0,0.398103920998592,1,0,0.586153537589395,1,0,0.358989254565425,0
"FBtr0289982",0,0,0,1,0.776295075657025,0,0,0.351692122553637,1,0,0.0797753899034279,0
"FBtr0299673",0,0,0,0,1,0,0,0,0,0,1,0
"FBtr0299947",0,0,0,0,1,0,0,0,0,0,1,0
"FBtr0300340",0.744454661209469,0.45289681645521,0.396208706202734,0.63402115437024,1,0.40120735767078,0.146316112867401,0.0438878709691855,0.499162399777574,0.618500056816075,0.62717878231134,1
"FBtr0300938",0.238462692072592,0.442356110363871,1,0.497197749378022,0.464285357260911,0.444951617782605,1,0.214891280239513,0.235497685658326,0.690599223096558,0.335118026987394,0.231479057876299
"FBtr0301322",0.547914476499068,0.698472057970907,1,0.66109481006459,0.55210800917653,0.685390053861206,0.141172187024406,0.407105719771455,0.403457108934803,0.110353156252023,0.172388612474341,1
"FBtr0301681",0.508668009230912,0.931141684708784,1,0.709457208351623,0.56208040343095,0.645220222519604,1,0.758019273738929,0.581812006973178,0.517212487344667,0.585452846301444,0.42384603213298
"FBtr0301970",0,0,0,0,1,0,0,0,0,0,1,0
"FBtr0302162",0.0552727050967202,1,0,0.425902825386837,0.881670042816575,0,0.576369732649404,0.777975711806488,0,0.460940715098566,1,0.606032137019703
"FBtr0302277",0.79592695339277,1,0,0.613300068557045,0.634802430827934,0.177173847593366,0,1,0,0,0.453666060667943,0.389492967339863
"FBtr0302278",0.994908691740963,1,0,0.766625085696307,0.595127278901188,0.442934618983415,0,0,0,0,0.58238029786053,1
"FBtr0302279",0.79592695339277,1,0,0.613300068557045,0.634802430827934,0.177173847593366,0,1,0,0,0.453666060667943,0.389492967339863
"FBtr0302719",0.00335245555287124,0,0,0,1,0,0,0,0,0,1,0
"FBtr0302790",0.198981738348193,1,0,0,0.198375759633729,0,0,0,0.464266449614001,0.6219041394187,1,0.572363684963053
"FBtr0302791",0.198981738348193,1,0,0,0.198375759633729,0,0,0,0.464266449614001,0.6219041394187,1,0.572363684963053
"FBtr0302794",0.198981738348193,1,0,0,0.198375759633729,0,0,0,0.464266449614001,0.6219041394187,1,0.572363684963053
"FBtr0302796",0.198981738348193,1,0,0,0.198375759633729,0,0,0,0.464266449614001,0.6219041394187,1,0.572363684963053
"FBtr0302992",0.626909188386922,0,0,0,1,0.697751926383966,0,1,0,0,0.680499091001914,0
"FBtr0303106",0.286119768421204,0.533286736568755,1,0.363880985973107,0.285802300095395,0.321543983991924,1,0.425129402836045,0.322349673154788,0.788036348828291,0.295729064903406,0.0910717019377193
"FBtr0303309",0,0,0,0,1,0,0,0,0,1,0.893313808901222,0
"FBtr0303388",0.258864041766346,0.216336707548003,1,0.125507462566779,0.519631067460263,0.714787911563586,1,0.176814053390056,0.251376192486497,0.620543114773078,0.749862662683849,0.232428927337701
"FBtr0303389",0.258864041766346,0.216336707548003,1,0.125507462566779,0.519631067460263,0.714787911563586,1,0.176814053390056,0.251376192486497,0.620543114773078,0.749862662683849,0.232428927337701
"FBtr0303785",0.812635343635748,1,0.460789465305685,0.737364586242249,0.345264680889239,0.324593308567999,0.864595212398276,0.916325548417236,0.983198666228554,0.447792014926626,0.535319263689982,1
"FBtr0304161",0.151428192971465,0.279556725125375,1,0.333379197443008,0.224293878727965,0.143087072876406,0.696312985451117,1,0.287938842785329,0.732841412329851,0.577132140469978,0.443726165323895
"FBtr0304742",0.0824099009368518,0,1,0,0.109545239915978,0.0978373147872863,0,0,0,0,0.38825353190702,1
"FBtr0305141",0.500185030157491,0.516332351652448,0.601479741001575,1,0.388147537828513,0.180553794827359,1,0.0799873098669299,0.113717801362939,0.411290203977505,0.38101904159294,0.0700976130066082
"FBtr0305142",0.300411429524018,0.507273889342756,0,1,0.0670872287604837,0.096295357241258,1,0.0285668963810464,0.081227000973528,0.326420796807544,0.213837217220527,0.350488065033041
"FBtr0305348",0.898470021624763,0.451533909133187,0,0.346157221784018,0.895733822246832,1,0,0,0.642830468696308,0.172219607839025,1,0
"FBtr0305568",0.421157822636608,0.253987823887417,0.454268849682492,0.129808958169007,0.738980403353636,1,0.713291050228578,0.237725967749755,0.270379633212853,0.543277076933039,0.841215985798544,1
"FBtr0306031",0.872221479494848,0.164378428656711,0,0,1,0.291235586664612,0.453624326622216,0.435410274920504,0,0,1,0.0953939474938421
"FBtr0306285",0.471919045652276,0.177875259899408,0,1,0.517530050438017,0,0.0617381883845547,1,0.631865793890027,0,0.0756110101113238,0
"FBtr0306899",0.0321491891480473,0.0969411245924195,0,0.495449986321067,1,0.0572514401135562,0,0,0,0.356181461667073,1,0
"FBtr0307018",0.565096463566983,0.319493400143286,1,0.163287770176167,0.845063279351831,0.157238541622424,0,0,0,0.407064527619513,1,0.780495934040526
"FBtr0307072",0.0552727050967202,1,0,0.425902825386837,0.881670042816575,0,0.576369732649404,0.777975711806488,0,0.460940715098566,1,0.606032137019703
"FBtr0307073",0.0552727050967202,1,0,0.425902825386837,0.881670042816575,0,0.576369732649404,0.777975711806488,0,0.460940715098566,1,0.606032137019703
"FBtr0307074",0.0552727050967202,1,0,0.425902825386837,0.881670042816575,0,0.576369732649404,0.777975711806488,0,0.460940715098566,1,0.606032137019703
"FBtr0308604",0,1,0,0,0,0,0,0,1,0,0,0
"FBtr0308605",0,1,0,0,0,0,0,0,1,0,0,0
"FBtr0309027",0.0912395331800859,0.118330888941958,1,0.122465827632125,0.192486635852362,0.330200937407091,1,0.694626638318075,0.583551875415083,0.300650733901685,0.655324103491616,0
"FBtr0309028",0.0912395331800859,0.118330888941958,1,0.122465827632125,0.192486635852362,0.330200937407091,1,0.694626638318075,0.583551875415083,0.300650733901685,0.655324103491616,0
"FBtr0309029",0.0912395331800859,0.118330888941958,1,0.122465827632125,0.192486635852362,0.330200937407091,1,0.694626638318075,0.583551875415083,0.300650733901685,0.655324103491616,0
"FBtr0309231",0,0,0,0,1,0,0.407594885844902,0.326024184342521,0,0,0.166394370817294,1
"FBtr0309853",1,0,0.725993589955958,0,0.143152455580538,0,0,0,0.622103445674595,1,0.297771269633741,0
"FBtr0309880",0.163541527405284,0,0,0.420055423185252,1,0,0,0.870820549841007,0.309510966409334,0,1,0.572363684963053
"FBtr0310087",0.32444434388594,0.507273889342756,0,1,0.258765025219008,0.128393809655011,0,1,0,0.217648389376159,0.291642467572249,0.751165008441165
"FBtr0310332",0,0.282208693208242,0,0.144232175743341,0.447866911123416,1,0,0.918443548660438,0,0,1,0.643909145583434
"FBtr0310333",0,0.282208693208242,0,0.144232175743341,0.447866911123416,1,0,0.918443548660438,0,0,1,0.643909145583434
"FBtr0310334",0,0.282208693208242,0,0.144232175743341,0.447866911123416,1,0,0.918443548660438,0,0,1,0.643909145583434
"FBtr0321311",1,0,0,0,0,0,0,0,0,0,0,1
"FBtr0321312",1,0,0,0,0,0,0,0,0,0,0,1
"FBtr0329911",0.32444434388594,0.507273889342756,0,1,0.258765025219008,0.128393809655011,0,1,0,0.217648389376159,0.291642467572249,0.751165008441165
"FBtr0330001",0.572663442000932,0.430298403505636,0.292351239894673,0.61691386060518,0.656280226200649,1,0.209373761400239,0.741065543952306,1,0.47840765018801,0.717978509130851,0.550372533763945
"FBtr0330057",0.432651979918472,0.636768096118909,1,0.52388159598187,0.449820141404985,0.378355240778959,0.0694678071471676,0.416740726204247,0.533231524863939,1,0.602632331401618,0.511300383491084
"FBtr0331216",1,0.143588194618303,0,0,0.227875337454733,0,0,0,0,1,0.521099721859046,0
"FBtr0331218",1,0.143588194618303,0,0,0.227875337454733,0,0,0,0,1,0.521099721859046,0
"FBtr0331220",1,0.143588194618303,0,0,0.227875337454733,0,0,0,0,1,0.521099721859046,0
"FBtr0331221",1,0.143588194618303,0,0,0.227875337454733,0,0,0,0,1,0.521099721859046,0
"FBtr0331331",0,0,0,0,1,0,0,0,0,0,1,0
"FBtr0331569",0.144197486171529,0.724676984775365,0,1,0,0.577772143447548,0.833465543191489,1,0,0,0,0
"FBtr0331570",0.144197486171529,0.724676984775365,0,1,0,0.577772143447548,0.833465543191489,1,0,0,0,0
"FBtr0332131",1,0.412355840955127,0.207426739987416,0.0790305829773993,0.63396087471381,0.844740882508084,0.0537719705284832,1,0.642057177662446,0.393171284034351,0.548789589517673,0.508853715395628
"FBtr0332181",0.417939458924614,0.700130344278586,0,0,1,0.372134360738115,1,0.2666243662231,0,0,0.272156458280671,0.233658710022027
"FBtr0332202",1,0.535334247326935,0,0.402025139493727,0.338097647419251,0.590375605019604,0.0378223568981077,0.0113449071791496,1,0.198770662400696,0.270206965801933,0.417572967552516
"FBtr0332203",1,0.535334247326935,0,0.402025139493727,0.338097647419251,0.590375605019604,0.0378223568981077,0.0113449071791496,1,0.198770662400696,0.270206965801933,0.417572967552516
"FBtr0332204",1,0.535334247326935,0,0.402025139493727,0.338097647419251,0.590375605019604,0.0378223568981077,0.0113449071791496,1,0.198770662400696,0.270206965801933,0.417572967552516
"FBtr0332205",1,0.535334247326935,0,0.402025139493727,0.338097647419251,0.590375605019604,0.0378223568981077,0.0113449071791496,1,0.198770662400696,0.270206965801933,0.417572967552516
"FBtr0332286",0,0,0,0,1,0,0,0,0,0,0.443718322179452,1
"FBtr0332326",0.471919045652276,0.177875259899408,0,1,0.517530050438017,0,0.0617381883845547,1,0.631865793890027,0,0.0756110101113238,0
"FBtr0332327",0.471919045652276,0.177875259899408,0,1,0.517530050438017,0,0.0617381883845547,1,0.631865793890027,0,0.0756110101113238,0
"FBtr0332343",0.500185030157491,0.516332351652448,0.601479741001575,1,0.388147537828513,0.180553794827359,1,0.0799873098669299,0.113717801362939,0.411290203977505,0.38101904159294,0.0700976130066082
"FBtr0332344",0.500185030157491,0.516332351652448,0.601479741001575,1,0.388147537828513,0.180553794827359,1,0.0799873098669299,0.113717801362939,0.411290203977505,0.38101904159294,0.0700976130066082
"FBtr0332345",0.300411429524018,0.507273889342756,0,1,0.0670872287604837,0.096295357241258,1,0.0285668963810464,0.081227000973528,0.326420796807544,0.213837217220527,0.350488065033041
"FBtr0332346",0.500185030157491,0.516332351652448,0.601479741001575,1,0.388147537828513,0.180553794827359,1,0.0799873098669299,0.113717801362939,0.411290203977505,0.38101904159294,0.0700976130066082
"FBtr0332347",0.500185030157491,0.516332351652448,0.601479741001575,1,0.388147537828513,0.180553794827359,1,0.0799873098669299,0.113717801362939,0.411290203977505,0.38101904159294,0.0700976130066082
"FBtr0332348",0.300411429524018,0.507273889342756,0,1,0.0670872287604837,0.096295357241258,1,0.0285668963810464,0.081227000973528,0.326420796807544,0.213837217220527,0.350488065033041
"FBtr0332349",0.300411429524018,0.507273889342756,0,1,0.0670872287604837,0.096295357241258,1,0.0285668963810464,0.081227000973528,0.326420796807544,0.213837217220527,0.350488065033041
"FBtr0332350",0.300411429524018,0.507273889342756,0,1,0.0670872287604837,0.096295357241258,1,0.0285668963810464,0.081227000973528,0.326420796807544,0.213837217220527,0.350488065033041
"FBtr0332351",0.300411429524018,0.507273889342756,0,1,0.0670872287604837,0.096295357241258,1,0.0285668963810464,0.081227000973528,0.326420796807544,0.213837217220527,0.350488065033041
"FBtr0332352",0.300411429524018,0.507273889342756,0,1,0.0670872287604837,0.096295357241258,1,0.0285668963810464,0.081227000973528,0.326420796807544,0.213837217220527,0.350488065033041
"FBtr0332353",0.500185030157491,0.516332351652448,0.601479741001575,1,0.388147537828513,0.180553794827359,1,0.0799873098669299,0.113717801362939,0.411290203977505,0.38101904159294,0.0700976130066082
"FBtr0332355",0.500185030157491,0.516332351652448,0.601479741001575,1,0.388147537828513,0.180553794827359,1,0.0799873098669299,0.113717801362939,0.411290203977505,0.38101904159294,0.0700976130066082
"FBtr0332403",0.258864041766346,0.216336707548003,1,0.125507462566779,0.519631067460263,0.714787911563586,1,0.176814053390056,0.251376192486497,0.620543114773078,0.749862662683849,0.232428927337701
"FBtr0332404",0.258864041766346,0.216336707548003,1,0.125507462566779,0.519631067460263,0.714787911563586,1,0.176814053390056,0.251376192486497,0.620543114773078,0.749862662683849,0.232428927337701
"FBtr0332494",0,0,0,0,0,1,0,0,0,0,0,1
"FBtr0332661",0.447368033657195,0.425991200191047,1,0.362861711502594,0.460090007647108,0.545093610957738,0.198930538648707,0.787639972526026,0.746524134809515,1,0.535988285340734,0.962174358024131
"FBtr0332685",0.0814403726905358,0.128632636920434,1,0.161366737585859,0.194861650297599,0.217544146997613,0.710562685670831,0.471140507404438,0.510338692705466,0.820343780851537,1,0.983067397837304
"FBtr0332854",0.346121583934777,0.273344353455922,1,0.190502398538862,0.374644720512645,0.198120562444255,0,0.798759251639176,0.811138899638557,0.912705489247505,0.427078885097722,1
"FBtr0332863",0,0,1,0,0,0,1,0,0,0,0,0
"FBtr0333337",0.465703968515999,0.576107254720665,0,0,1,0.510355694726558,0.260554014186964,0.117230707517879,1,0.416746219719333,0.491948237737805,0.136981608403471
