"Gene","DN1_ZT3_1","DN1_ZT7_1","DN1_ZT11_1","DN1_ZT15_1","DN1_ZT19_1","DN1_ZT23_1","DN1_ZT3_2","DN1_ZT7_2","DN1_ZT11_2","DN1_ZT15_2","DN1_ZT19_2","DN1_ZT23_2"
"FBtr0076235",0.247229702810555,0,1,0,0.131454287899174,0.0733779860904648,0,1,0,0.598533070784436,0.0486070779287082,0
"FBtr0076236",0.561543763515477,0.684142286565434,0.825943363059077,0.681824830786701,0.977164169723817,1,0.237763683409526,0.599069438729382,0.811138899638557,0.456352744623752,0.854157770195444,1
"FBtr0076237",0.938392370038285,0.705414346876915,0.127584187154591,0.874983372068903,1,0.968953618525658,0.101026126447453,1,0.68930813878912,0.638655122361354,0.790478742072931,0.601943676797971
"FBtr0076238",1,0.734508841701321,0.855635302448093,0.632244663819194,0.659523813210334,0.656386496543443,1,0.643376188060088,0.346097656321989,0.55633457542851,0.461482690128095,0.518112791787974
"FBtr0076239",0.523636153547875,1,0,0.403486887208583,0.167053271270509,0,0,0.570542322599411,0,0.434621661546431,0.77650706381404,1
"FBtr0076240",0.741689108431666,0.579821355815592,1,0.508006396103631,0.525817151596695,0.807157846995112,1,0.629900065202073,0.682306808177635,0.868279319508067,0.265352546823654,0.946317775589211
"FBtr0076241",0.762095107628147,0.981011171628649,0.270398124811007,0.762370071786229,0.99170530320185,1,1,0.599904824001974,0.436359005229883,0.531382692477397,0.693049585621709,0.61131639249949
"FBtr0076242",1,0.181596834370207,0.288915816411044,0.666945066849187,0.506017293465658,0.740755064129846,0.00344585048419603,0.0248061879391048,0.282135269439498,0.29604663902438,0.147705148008105,1
"FBtr0076247",0.281185098034481,0.391325571778697,0,1,0.362271035306612,0.0577772143447548,1,0.285668963810464,0.081227000973528,0.369943569715216,0.311035952320767,0.150209170728446
"FBtr0076250",0.496635476115908,0.652209286297829,0.439883609467886,1,0.598484471735584,0.569702700103308,1,0.545212646315185,0.218688079544114,0.199200383692809,0.308792904587685,0.263614954896646
"FBtr0076251",0.614384261462051,0.391286693210309,1,0.446401142844795,0.400248876588529,0.530621406878062,0.964438699978723,1,0.172634761544954,0.579488836714022,0.393717331222536,0.269167461358084
"FBtr0076252",0.496635476115908,0.652209286297829,0.439883609467886,1,0.598484471735584,0.569702700103308,1,0.545212646315185,0.218688079544114,0.199200383692809,0.308792904587685,0.263614954896646
"FBtr0076253",0.9011819583062,0.45289681645521,0.832038283025741,0.95103173155536,1,0.767527119022362,1,0.168723231750555,0.106610438777756,0.407005931019406,0.590026696663174,0.13143302438739
"FBtr0076254",0.635303140509289,1,0.0484846746626865,0.720442851618216,0.554496099217171,0.917888608013824,0.473326110948253,1,0.737176759538364,0.357373281321347,0.336048933828106,0.519323956453151
"FBtr0076255",0.679449838262121,1,0.736139267744448,0.579643357477695,0.512873915150617,0.831852821017633,0.49153096136934,1,0.765529711828301,0.36135213364375,0.344611719161226,0.539297954778272
"FBtr0076256",0.439650599647971,0.278233617336685,0.461042858126818,0.677543942332575,1,0.420463498496312,0.226114279731689,0.610411712340475,0.385698281217785,0.120553725487317,1,0.673628029225747
"FBtr0076259",0,0,0,0,1,0.334920924664304,0,0,0,0,1,0
"FBtr0076260",0.605629441920421,0.787482323455897,0.758229006838349,1,0.168676460883502,0.594891318068216,1,0.0967588425809636,0.0962932995411985,0.48278688818148,0.121811963182075,0.042397749802384
"FBtr0076262",0.759123976604256,0.452927532309524,0.715052818944664,0.62500609488781,0.586097439247927,1,1,0.291258139189364,0.457343331568343,0.533153968118988,0.488106691481638,0.396203899602568
"FBtr0076263",0.759123976604256,0.452927532309524,0.715052818944664,0.62500609488781,0.586097439247927,1,1,0.291258139189364,0.457343331568343,0.533153968118988,0.488106691481638,0.396203899602568
"FBtr0076264",0.713361784270475,0.455946292610058,0.562287175502759,0.507396579162241,0.592293048586668,1,1,0.327220813091986,0.589264970698867,0.56915917116079,0.560394889096109,0.497055801319585
"FBtr0076265",0.453254455152685,0.869732033723388,1,0.317503997564769,0.591544295546282,0.256822951316627,0,0.339608525356792,0.965641547188759,0.11382948278597,0.110929580544863,1
"FBtr0076266",0,0,0,0,0,1,0,1,0,0,0.170124772750479,0
"FBtr0076267",0.69466996249837,0.53815145995505,1,0.600725354901687,0.598802507761574,0.752236900350715,0.997229872131791,0.586197849636826,0.616484957684165,0.981792928295423,1,0.45038453898732
"FBtr0076268",0.635733521512856,0.486066882269272,1,0.46683554806776,0.581793565399915,0.689430528652169,0.82137826941773,0.548663542029731,0.596204239694555,0.838572287872539,1,0.447137860904549
"FBtr0076269",0.865184917029173,0.966235979700487,0,1,0.613368948667279,0.256787619310021,0.91301254429258,0.182573543231812,0.194673335913254,0.608470326165003,0.326132966801897,1
"FBtr0076270",0.682128032798988,1,0.632570956050636,0.717909779247378,0.947426704872794,0.74958166289501,0.566203915444749,0.288567895428625,1,0.478571208359015,0.520585557190318,0.347722544408811
"FBtr0076271",0.393918759481006,0.589689806703788,0.915317831449798,0.645815712283615,0.755357626223075,1,0.933651884169954,0.481948464240169,1,0.22821816794154,0.833209627880247,0.616417237815619
"FBtr0076272",0.393918759481006,0.589689806703788,0.915317831449798,0.645815712283615,0.755357626223075,1,0.933651884169954,0.481948464240169,1,0.22821816794154,0.833209627880247,0.616417237815619
"FBtr0076273",0.349598252705123,1,0.829717053377754,0.790952281471019,0.810773166138851,0.152035707396534,1,0.0587906727521935,0.0076759515919984,0.51563605202365,0.358055840425508,0.132659732615006
"FBtr0076274",0.993591921217008,0.90356444431425,0.382752561463773,0.461796779703032,1,0.83554696090256,0.333486724782192,0.800241179749824,0.927015885301209,0.451554973035253,0.652971849116352,1
"FBtr0076276",0.882101134591113,0.751794818344223,0.662092250549381,0.98101236942839,0.98639514028801,1,0.975328012346233,0.135023995290176,0.319938914918363,1,0.663604543755194,0.197215862203704
"FBtr0076277",1,0.462752052953047,0.0600716053923954,0.511155726039466,0.687010299554122,0.863954951283354,0.0286031498838527,0.497615860312268,0.390322478021562,0.235283907002579,0.397011130371088,1
"FBtr0076278",1,0.462752052953047,0.0600716053923954,0.511155726039466,0.687010299554122,0.863954951283354,0.0286031498838527,0.497615860312268,0.390322478021562,0.235283907002579,0.397011130371088,1
"FBtr0076279",0.738158061614263,1,0.692340300559652,0.84081461011853,0.955616562536675,0.828716383904454,0.686383388510638,1,0.401420622000723,0.869313272861245,0.668490283513645,0.412404318359855
"FBtr0076280",0,0,1,0,0,0,0,0,0,0,0,1
"FBtr0076291",0.0176592644864682,0,1,0,0.0422531639675916,0.0628954166489698,0,0,0,0,1,0
"FBtr0076292",0.404181656019766,1,0,0.383312542848153,0.743909098626485,0.664401928475123,0,1,0.24725183239175,0.49680610618471,0.429010296501207,0.0762051457838863
"FBtr0076301",0.38352300051381,0.567078029314151,1,0.366350766420888,0.664855340720821,0.471312449119523,0.0973520593487823,0.916461683545511,0.894168865743292,0.287466295825986,0.55639482525258,1
"FBtr0076302",0.38352300051381,0.567078029314151,1,0.366350766420888,0.664855340720821,0.471312449119523,0.0973520593487823,0.916461683545511,0.894168865743292,0.287466295825986,0.55639482525258,1
"FBtr0076303",0.38352300051381,0.567078029314151,1,0.366350766420888,0.664855340720821,0.471312449119523,0.0973520593487823,0.916461683545511,0.894168865743292,0.287466295825986,0.55639482525258,1
"FBtr0076304",0.890181461031388,1,0,0.806973774417165,0.4593964959939,0.88586923796683,0,1,0.741755497175249,0.165602035394903,0.133141126500374,0.152410291567773
"FBtr0076308",0.44397647058076,0.366152581781237,0,1,0.78083481294157,0.679135677385714,0.523572505231138,0.493575769661792,0.701715702470016,0.546895853901025,1,0.235936175480953
"FBtr0076309",0.44397647058076,0.366152581781237,0,1,0.78083481294157,0.679135677385714,0.523572505231138,0.493575769661792,0.701715702470016,0.546895853901025,1,0.235936175480953
"FBtr0076310",0.44397647058076,0.366152581781237,0,1,0.78083481294157,0.679135677385714,0.523572505231138,0.493575769661792,0.701715702470016,0.546895853901025,1,0.235936175480953
"FBtr0076317",0.842787008079388,0.946043894954948,0.677593291489414,0.614808392116596,1,0.956477571814494,0.397937039849181,0.692726908060194,1,0.366953164895725,0.74771297264031,0.313812411978861
"FBtr0076318",0.424391653613836,0.506930440534805,0.286098075857707,1,0.63526200504003,0.512053984951144,0.326517055753284,0.970492186287251,1,0.162779716924731,0.527123462399865,0.616417237815619
"FBtr0076319",0.834490115919284,1,0.380441722405744,0.322916658996028,0.5617868150972,0.471781201312167,0.095755298002681,0.349858801323991,1,0.131742909473147,0.201795002349114,0.297765407667666
"FBtr0076320",0.834490115919284,1,0.380441722405744,0.322916658996028,0.5617868150972,0.471781201312167,0.095755298002681,0.349858801323991,1,0.131742909473147,0.201795002349114,0.297765407667666
"FBtr0076321",0.83293373231677,1,0.379901682023458,0.341492689388745,0.542309312373496,0.445188102064733,0.103145709386401,0.34600948502584,1,0.124093962835123,0.188947366481324,0.305995271554791
"FBtr0076322",0.821583624526491,1,0.401269725775655,0.335645596259013,0.598424068029772,0.532536865688943,0.259377698095827,0.775627999401587,1,0.328988953844865,0.514038037199401,0.271334901521548
"FBtr0076323",0.834490115919284,1,0.380441722405744,0.322916658996028,0.5617868150972,0.471781201312167,0.095755298002681,0.349858801323991,1,0.131742909473147,0.201795002349114,0.297765407667666
"FBtr0076324",0.82973938964646,1,0.382402884008109,0.354815858555921,0.551770698679395,0.443182206808448,0.105156328595636,0.351061284665648,1,0.125424326729111,0.194143964576638,0.305167995761634
"FBtr0076325",0.842787008079388,0.946043894954948,0.677593291489414,0.614808392116596,1,0.956477571814494,0.397937039849181,0.692726908060194,1,0.366953164895725,0.74771297264031,0.313812411978861
"FBtr0076326",0.842787008079388,0.946043894954948,0.677593291489414,0.614808392116596,1,0.956477571814494,0.397937039849181,0.692726908060194,1,0.366953164895725,0.74771297264031,0.313812411978861
"FBtr0076327",0.821583624526491,1,0.401269725775655,0.335645596259013,0.598424068029772,0.532536865688943,0.259377698095827,0.775627999401587,1,0.328988953844865,0.514038037199401,0.271334901521548
"FBtr0076328",0.208969729462307,0,0.338098095959666,0,1,0.558201541107173,0.712602578548355,0,0.1519417471464,0.0407064527619513,1,0.0936595120848632
"FBtr0076329",0.0891339307167423,0.0895900613359497,0,0.0549455907593679,0.725117856104578,1,0,0.0242783967063579,0.448715135970266,0.332901698205777,0.404774958796681,1
"FBtr0076339",0.469654784031126,0.280925926420931,0.340701637261869,0.287153149889015,0.602584571329687,1,0.728385782299298,0.356154076710687,0.459538685361312,0.624690675277602,1,0.466866916146034
"FBtr0076340",0.469654784031126,0.280925926420931,0.340701637261869,0.287153149889015,0.602584571329687,1,0.728385782299298,0.356154076710687,0.459538685361312,0.624690675277602,1,0.466866916146034
"FBtr0076343",0.789540018653063,0.745484600334333,1,0.602233388929305,0.830070221169782,0.742064472237442,0.493411601569361,1,0.454943371600819,0.313848977480421,0.451851396425271,0.722119961448107
"FBtr0076344",0.186580115591346,0.360067034200415,0,0.138018210475154,1,0.930335901845288,0.0517276351694708,0.103438859574599,1,0.0866762095634748,0.795407564037119,0.525767644019204
"FBtr0076347",0.130120896216082,0.0653933859942397,1,0.0401057681134446,0.273286545895651,0.181513965592202,0.0320563670458265,1,0.437445549616172,0.585976432935812,0.732845174925138,0.303355099562778
"FBtr0076349",0.761581153485389,0.654084189565373,1,0.92404611705057,0.609675921463409,0.571842236429139,1,0.335611090350755,0.465209187393842,0.974697064593156,0.452483901791815,0.404409305807355
"FBtr0076351",0.761581153485389,0.654084189565373,1,0.92404611705057,0.609675921463409,0.571842236429139,1,0.335611090350755,0.465209187393842,0.974697064593156,0.452483901791815,0.404409305807355
"FBtr0076353",0.653249910588053,0.12708248265897,0.554026291698613,0.292273857476797,1,0.572273848866177,0.0844679780606886,0.337818316748667,0.336192946272207,0.36027550145635,1,0.414470254628417
"FBtr0076354",0.141274115891746,0.106497800047762,1,0.142876798904146,0.260561177800148,0.224064921811955,0.35622445292908,0.854803070958478,0.347220527818379,1,0.799827480062722,0.321049078006029
"FBtr0076355",0.976803017207594,0.882198603978705,0.62986857308917,0.312705053292285,0.504320723449897,1,0.729449747159323,0.681327239609006,0.378006477501464,0.41352352263641,0.376945176608757,1
"FBtr0076356",1,0.839248240958704,0.179327058462028,0.998296415762542,0.481288428244911,0.471518592719364,0.276966865474332,0.731076538221733,1,0.183527722182361,0.345798048360922,0.961028449507815
"FBtr0076357",1,0.839248240958704,0.179327058462028,0.998296415762542,0.481288428244911,0.471518592719364,0.276966865474332,0.731076538221733,1,0.183527722182361,0.345798048360922,0.961028449507815
"FBtr0076358",1,0.839248240958704,0.179327058462028,0.998296415762542,0.481288428244911,0.471518592719364,0.276966865474332,0.731076538221733,1,0.183527722182361,0.345798048360922,0.961028449507815
"FBtr0076359",1,0.494320014259733,0,0.202110999089742,0.928311825532808,0.583870525792029,0.299947513929792,0.0299899934256469,0,0.274145498192733,1,0.735896166381068
"FBtr0076360",0.518697611779008,0.367869851798968,1,0.466917643477602,0.492953579621901,0.42084433198943,0.770430334042553,1,0.621246200715404,0.300866891196455,0.514663178068675,0.868994813686838
"FBtr0076361",0.197783762248444,0.167169274014366,1,0.381004797077723,0.34775634344236,0.204124215851656,0.649632540274685,0.266648949032248,0.291610990159967,1,0.970082964353671,0.359508082142168
"FBtr0076362",0.54657428887009,0.795641204031376,0.664327680744101,1,0.54115175398498,0.589759117377995,0.537896302483913,0.594613485554602,1,0.770581559436853,0.514427900872104,0.457546815698191
"FBtr0076363",0.54657428887009,0.795641204031376,0.664327680744101,1,0.54115175398498,0.589759117377995,0.537896302483913,0.594613485554602,1,0.770581559436853,0.514427900872104,0.457546815698191
"FBtr0076364",0.54657428887009,0.795641204031376,0.664327680744101,1,0.54115175398498,0.589759117377995,0.537896302483913,0.594613485554602,1,0.770581559436853,0.514427900872104,0.457546815698191
"FBtr0076365",0.54657428887009,0.795641204031376,0.664327680744101,1,0.54115175398498,0.589759117377995,0.537896302483913,0.594613485554602,1,0.770581559436853,0.514427900872104,0.457546815698191
"FBtr0076366",1,0.701150418075666,0.309885512763459,0.826475068354375,0.639980534424282,0.646259916652871,1,0.401998077939467,0.0879261350744376,0.607748411375695,0.528179930632333,0.097558533565898
"FBtr0076367",0.810095921137081,0.740219523169158,0.521292122586467,0.737712111998726,0.763576373062873,1,0.281559926868962,0.439163811773267,0.57633076503807,0.283073608287132,1,0.473680291003906
"FBtr0076368",0.9247033040187,0.577669885107557,1,0.781802051146497,0.555693126119234,0.59464757559026,0.414562319790968,0.826554903252993,0.686348299694164,0.59621176648036,0.868592837407372,1
"FBtr0076369",0.103491503502093,0.213821164436979,1,0.363283643725271,0.169667743683817,0.10238788756809,1,0.248741024586184,0.041604073669368,0.345528355645059,0.333557610453749,0
"FBtr0076370",0.591231429698235,0.993843561878382,0.0412314751170325,0.832597659939548,1,0.84410964752792,0.311069588366069,0.401933854347013,1,0.213233124083799,0.46155761301269,0.968655659424544
"FBtr0076371",0,0,1,0,0.197181431848761,0,0,0,0,0,0,1
"FBtr0076373",0,0,0.845245239899166,0,1,0,0,0,0,0,0.77650706381404,1
"FBtr0076375",1,0,0,0,0,0,0,0.285271161299706,0,0,0,1
"FBtr0076379",0,0,1,0,0,0.220133958271394,0,0,0,1,0,0
"FBtr0076380",0,0,1,0,0,0,0,0,0,1,0,0
"FBtr0076382",0,0,0,0,1,0,1,0.199968274667325,0,0.304659410353708,0.816469374842014,0
"FBtr0076383",0.479613377918346,0.723101600025853,0.684688400823927,1,0.618785929871542,0.678254255351469,1,0.391242276523027,0.0741637834975691,0.894109139081533,0.851968043313405,0.182863338278108
"FBtr0076384",0.429546032750399,0.587906962296634,0.258767212517963,1,0.685180630157375,0.854451761436514,0.327207366653397,0.62977426596814,1,0.355134237069797,0.364554979442409,0.788440653019977
"FBtr0076385",0.491789321258688,0.521767429038263,0.303905553348164,1,0.642826799491432,0.790635564717697,0.46411183777053,0.791307275745683,1,0.457676652013196,0.381426082975764,0.706311418330396
"FBtr0076386",0.534684278724029,0.511332080457498,0.230968220544605,1,0.575493416087075,0.799636646531406,0.480722156174949,0.935501045992674,1,0.530458402528466,0.469079292632156,0.739700685378743
"FBtr0076387",0,1,0,0,0,0,0,1,0,0,0.0756110101113238,0.389492967339863
"FBtr0076389",0,0.248494866778111,1,0,0,0,1,0,0,0,0,0
"FBtr0076392",0.969424063659194,0.950811128217316,0.917042496685862,1,0.692118501188191,0.438549940207175,0.318612245609059,0.366983084403795,1,0.256260097839838,0.343381026106059,0.830823233577573
"FBtr0076393",0,0.282208693208242,0,0,0.671800366685124,1,0,0,0,0,0.970633829767551,1
"FBtr0076394",0.497454345870481,1,0.670704666167163,0.511083390464205,0.529002025689945,0.516757055480651,0.586246531920669,0,1,0,0.239326169710284,0.410944825210413
"FBtr0076395",0.679069556970572,0.788718206685746,0,1,0.998953353171056,0.712137758202791,0.431971128783651,0.758914580247322,1,0.592218312232737,0.636103766861543,0.811075312915288
"FBtr0076396",0.656900251659614,0.492914375199301,0.477533292119062,0.625135683545261,0.770186224519513,1,0.393747670692987,0.645643747374587,1,0.555809723740817,0.805493302532372,0.745220839747241
"FBtr0076398",0.81379956462165,1,0.37832562606555,0.51873433942325,0.408630307269478,0.407393757340435,0.202272195224091,0.652481437895563,1,0.278483611109442,0.221831566661286,0.837209961887003
"FBtr0076399",0.81379956462165,1,0.37832562606555,0.51873433942325,0.408630307269478,0.407393757340435,0.202272195224091,0.652481437895563,1,0.278483611109442,0.221831566661286,0.837209961887003
"FBtr0076400",0.81379956462165,1,0.37832562606555,0.51873433942325,0.408630307269478,0.407393757340435,0.202272195224091,0.652481437895563,1,0.278483611109442,0.221831566661286,0.837209961887003
"FBtr0076401",0.81379956462165,1,0.37832562606555,0.51873433942325,0.408630307269478,0.407393757340435,0.202272195224091,0.652481437895563,1,0.278483611109442,0.221831566661286,0.837209961887003
"FBtr0076402",1,0.705345517423244,0,0.784066573223146,0.769578990526951,0.624843896023049,0.365911701888946,1,0.277404494878548,0.0928987027825067,0.539420011160054,0.812235334330691
"FBtr0076403",0.196515917618646,0.395043121544689,1,0.625238641358315,0.222461102598602,0.163689353586421,0.980147341467068,0.341857626964421,0.116644396063987,1,0.367561410954149,0.0479344109522891
"FBtr0076405",0.650079309217333,0.913890810341484,0.719167103169189,1,0.586850589304027,0.643853728049806,0.712616304567244,0.530521911319222,0.75073385737423,1,0.559790396696325,0.686579344842938
"FBtr0076410",0.645988163624751,0.937498788924912,0.814543097531913,1,0.635511038947833,0.664105912008676,0.760611012325957,0.553748849907678,0.798274332945277,1,0.600373636562424,0.746589055540078
"FBtr0076412",0.862143098594067,1,0.350519021514497,0.506802960058307,0.37127612858306,0.457031365651229,0.174123969928676,0.73645380289963,1,0.309893910718801,0.219679991599738,0.854703901389119
"FBtr0076413",0.780184052391251,0.578646396158075,0.903447852309718,0.62541010658457,0.815443955826948,1,0.619274505550003,0.55478193980292,1,0.501856363183141,0.815731451688572,0.694554634158444
"FBtr0076414",0.386438718978393,0.376278257610989,0.244230564345426,0.725813529547134,0.491208870264392,1,0.864334637383766,1,0.157966448472507,0.380884681408278,0.466267895686497,0.194746483669932
"FBtr0076415",1,0.703582153629686,0.667777122836848,0.601899902242023,0.641813037708591,0.78624225331655,0.844079359768532,0.458596781674542,0.684585451135363,1,0.873809140584602,0.927708774412862
"FBtr0076416",1,0.703582153629686,0.667777122836848,0.601899902242023,0.641813037708591,0.78624225331655,0.844079359768532,0.458596781674542,0.684585451135363,1,0.873809140584602,0.927708774412862
"FBtr0076417",0.434632988979278,0.522998012597315,0.272368184604487,1,0.58100071700117,0.610476227038918,0.739709237274081,0.950903870999019,0.473164358122492,0.428585249580508,0.33163322517058,1
"FBtr0076420",0.574016916105894,0.602039341197996,0.908528839554827,1,0.736485071777178,0.544439135171728,1,0.330981971863158,0.235278209716426,0.567296833072421,0.689775851159632,0.0725147720758016
"FBtr0076423",0.320328507441597,0.283539662052244,1,0.393779800434323,0.257926615893207,0.254399882277874,1,0.211286073048988,0.269165943244484,0.670513097840904,0.30074502503024,0.359975284264941
"FBtr0076424",0.521282689651734,0.443068636568546,1,0.552593446734016,0.463891014436414,0.423932489751922,1,0.270812280085032,0.412632265670671,0.748283312338445,0.392980969512943,0.57797063146052
"FBtr0076425",0.320328507441597,0.283539662052244,1,0.393779800434323,0.257926615893207,0.254399882277874,1,0.211286073048988,0.269165943244484,0.670513097840904,0.30074502503024,0.359975284264941
"FBtr0076426",0.053353973479738,0.616710558577307,0,0.493341688506934,1,0.261285827752294,0.103455270338942,0.227565491064118,1,0.141833797467504,0.52792537436092,0
"FBtr0076427",0.567817995510063,0.476128633234016,0.215714258229116,0.628497749049194,0.875717423984333,1,0.8341212833493,0.589070689830487,0.594341101445509,0.800969641630636,1,0.877048663811919
"FBtr0076430",0.626909188386922,0,0,0,1,0,0,0,0,0,1,0
"FBtr0076432",0.549427187976353,1,0.480504835463042,0.640761265656615,0.663226420267991,0.185107004948293,1,0.344626175490496,0.181464576642988,0.505604978884877,0.295318710049239,0.425059993763475
"FBtr0076433",0.549427187976353,1,0.480504835463042,0.640761265656615,0.663226420267991,0.185107004948293,1,0.344626175490496,0.181464576642988,0.505604978884877,0.295318710049239,0.425059993763475
"FBtr0076434",0.518473543583319,1,0.453434140507378,0.669447257931986,0.625861551520498,0.149724378247915,1,0.299952412000987,0.164016059658085,0.500930376639269,0.278698680835495,0.384188840516987
"FBtr0076435",0.549427187976353,1,0.480504835463042,0.640761265656615,0.663226420267991,0.185107004948293,1,0.344626175490496,0.181464576642988,0.505604978884877,0.295318710049239,0.425059993763475
"FBtr0076439",0.718412475747438,0.955020740650392,0.70302826870314,1,0.702362211308737,0.83570613605806,0.442732376003945,0.777117991126784,0.447524910145411,0.292245600005359,0.39494755831921,1
"FBtr0076440",0.0964475674441418,0.0969411245924195,0,0,1,0.0858771601703343,0,0,0,0,0.905924907783047,1
"FBtr0076441",0.410935857374301,0.557434430880627,1,0.581804622564632,0.556904314275554,0.389696601804765,0.710317420724703,0.927848135174638,0.820785697958105,1,0.71090941860202,0.951661184979478
"FBtr0076444",0.303531465276904,1,0.545658033491929,0.181911037283869,0.551417365761553,0.720707176650981,0.979828545503987,0.14695096778567,0.25070388279156,0.0895541960762928,1,0.154538194940024
"FBtr0076452",0.674074659476965,0.502075209899588,1,0.973954588250776,0.536516919216395,0.890979397617522,0.659087502114887,0.791433621289231,0.109728260971005,1,0.507858024891029,0.38863414798986
"FBtr0076453",0.698573404076549,0.292367895959074,0.566743769595635,0.703681793939893,0.447374614436279,1,0.824979579571529,0.400301980613628,0.285490919872786,0.880284520037459,0.527953070639384,1
"FBtr0076454",0.965451077221468,0.687747663654018,0.509154803243102,0.955714283280295,0.907707641978666,1,0.898090426437919,0.490417734922012,0.375127190874006,0.690869541901288,0.733263329025365,1
"FBtr0076455",0.137228785067719,1,0,0,0.0547243474851667,0,0.423372752393737,0,0,0.0280401071965439,0.00417476916029054,1
"FBtr0076456",1,0.858179520868024,0.534696456499444,0.582405003792234,0.730583216427579,0.756080549456817,0.156464446019368,0.507339649764875,1,0.339410832903656,0.349286842279873,0.805923888630556
"FBtr0076457",0.371432578249959,1,0,0.337315037706375,0.555452126974442,0.525615747860319,0.0891613812785722,0.677519008086801,0.557657993501508,0.359921063468138,0.424652300523303,1
"FBtr0076458",0.756152413612675,0.838500373330327,0.564174710336227,1,0.592499356809879,0.464715094350043,0.69210088335629,0.402382480149058,0.670541490367874,0.58529050421586,0.346839821836938,1
"FBtr0076459",0.312369976220473,0.309607813144648,0.438708602023788,0.374416183434329,1,0.668296654751148,0.307869624953439,0.329234408700135,0.730648838736788,0.960383113659697,1,0.577055190577504
"FBtr0076460",0.348534350222332,0.400363344887105,0.457714028826263,0.453417225748702,1,0.830249223596228,0.287925779623129,0.221091922112569,0.589361159060143,1,0.893313808901223,0.508609328841131
"FBtr0076461",0.531416423051554,0.608428153193828,1,0.489021620991511,0.496002777021625,0.363107560035289,1,0.661027202296515,0.489201107750003,0.731182584848898,0.539948143173822,0.527715992257296
"FBtr0076462",1,0.925504105906093,0.507271334424672,0.818866386988598,0.523812450617894,0.349696051709929,0.475511075891209,0.507999732577475,1,0.5000954636632,0.424139156319891,0.486284709832321
"FBtr0076463",0.673852516218572,0.389961103342297,0,0.849658635288043,0.651442779815878,1,0.301466260303304,1,0.51423120460199,0.186390376008306,0.293193757293378,0.447502558220268
"FBtr0076465",0.383688265462532,0.333428064573438,0.080830756171262,0.147825148092819,0.739538244702011,1,0.33740652393388,0.752971901050541,0.828773166253092,0.277543996104213,1,0.652778417561168
"FBtr0076466",0.383688265462532,0.333428064573438,0.080830756171262,0.147825148092819,0.739538244702011,1,0.33740652393388,0.752971901050541,0.828773166253092,0.277543996104213,1,0.652778417561168
"FBtr0076468",0.835116366253786,0.665723071157903,0,0.665686964969264,0.803863686631772,1,0.0833465543191489,1,0.71084901812628,0.228530808844967,0.595436704626675,0.963995094166162
"FBtr0076469",0,0,0,0,1,0,0,0,0,0,1,0
"FBtr0076471",0.72620697236588,0.848747949498471,0.170777763038531,0.780805763422596,0.862059618402966,1,0.572230074429977,1,0.721458704963986,0.761769362816555,0.954730067972835,0.392399631275235
"FBtr0076472",0.658633105805536,0.5327678133464,0.435164084976219,0.274984708893846,0.575529909153922,1,0.43144098706383,1,0.836292962501506,0.681111430283038,0.758556339675663,0.71139744917075
"FBtr0076473",0.970804472518282,0.746178917635351,0.153989440570336,0.733383944457664,0.622459096815595,1,0.410321498186579,1,0.656168324424258,0.457061617689933,0.277434244793088,0.835911829906322
"FBtr0076475",0.563134323068487,0.552210815062469,1,0.479783818542318,0.668225963487466,0.546258340895682,0.432072061651014,0.67727004007015,0.451718425521681,1,0.699857315253824,0.381032769862782
"FBtr0076476",0.469187036000476,0.547793128541969,1,0.631621285822181,0.432922788147945,0.331668497128901,1,0.591365253553548,0.509909002552681,0.860310470162516,0.485232688963047,0.542570492132999
"FBtr0076479",0.501215749316915,0.478924572108304,1,0.580049224099755,0.44118626022303,0.44984657644104,1,0.246313002785418,0.347212545167881,0.815625706806243,0.433007417451691,0.430252630764921
"FBtr0076480",0.561543763515477,0.369361377875493,0.668042426003665,0.235437816286924,0.740956286785063,1,0.774069851068439,0.580460297213058,0.22852779637026,1,0.853813538439604,0.250432840893592
"FBtr0076481",1,0.964745612317713,0.386554956583198,0.552830968597445,0.716923585911949,0.762145120543903,0.179223939758605,0.469257774950138,1,0.380429763429506,0.329244430615719,0.68158134581327
"FBtr0076482",1,0.964745612317713,0.386554956583198,0.552830968597445,0.716923585911949,0.762145120543903,0.179223939758605,0.469257774950138,1,0.380429763429506,0.329244430615719,0.68158134581327
"FBtr0076483",1,0.964745612317713,0.386554956583198,0.552830968597445,0.716923585911949,0.762145120543903,0.179223939758605,0.469257774950138,1,0.380429763429506,0.329244430615719,0.68158134581327
"FBtr0076484",1,0.964745612317713,0.386554956583198,0.552830968597445,0.716923585911949,0.762145120543903,0.179223939758605,0.469257774950138,1,0.380429763429506,0.329244430615719,0.68158134581327
"FBtr0076485",0.0570530083408974,0.00955749487608119,1,0,0.0303356048998093,0.0338667628109837,0.291764790018104,0,0.248841378269838,1,0,0
"FBtr0076486",0.40564712189742,0.481854413415262,0,0.113662055685421,1,0.886555388817274,0.345838084959311,0.207469935490695,0,0.5136437818276,0.77650706381404,1
"FBtr0076487",0.915639543943715,1,0.389335879384841,0.720502926069049,0.526421528003653,0.663321600136139,0.503867805656673,1,0.584834874003894,0.399928915478691,0.451603942210361,0.603492796554436
"FBtr0076488",0.915639543943715,1,0.389335879384841,0.720502926069049,0.526421528003653,0.663321600136139,0.503867805656673,1,0.584834874003894,0.399928915478691,0.451603942210361,0.603492796554436
